GISJOIN,year,month,dayl,srad,tmax,tmin,vap_pres,prcp,CTY_NAME,State,Region,Division
G30061,2015,Jan,31561.09677,169.6,2.129032258,-4.725806452,447.7419355,108,Mineral,Montana,West Region,Mountain Division
G30063,2015,Jan,31616.80645,187.2516129,-0.225806452,-6.838709677,383.2258065,141,Missoula,Montana,West Region,Mountain Division
G30065,2015,Jan,31817.48387,186.7354839,4.306451613,-8.483870968,374.1935484,18,Musselshell,Montana,West Region,Mountain Division
G30067,2015,Jan,32274.58065,165.7806452,3.774193548,-6.838709677,388.3870968,30,Park,Montana,West Region,Mountain Division
G30069,2015,Jan,31561.09677,170.9419355,3.112903226,-8.322580645,350.9677419,15,Petroleum,Montana,West Region,Mountain Division
G30071,2015,Jan,31059.48387,166.4,0.677419355,-11.58064516,304.516129,12,Phillips,Montana,West Region,Mountain Division
G30073,2015,Jan,31070.6129,161.9612903,2.951612903,-8.548387097,380.6451613,16,Pondera,Montana,West Region,Mountain Division
G30075,2015,Jan,32285.74194,198.4,3.35483871,-10.16129032,309.6774194,19,Powder River,Montana,West Region,Mountain Division
G30077,2015,Jan,31683.70968,182.6064516,3.532258065,-7.790322581,367.7419355,32,Powell,Montana,West Region,Mountain Division
G30079,2015,Jan,31683.70968,173.6258065,0.693548387,-11.16129032,299.3548387,11,Prairie,Montana,West Region,Mountain Division
G30081,2015,Jan,32018.12903,171.7677419,3.661290323,-5.241935484,429.6774194,74,Ravalli,Montana,West Region,Mountain Division
G30083,2015,Jan,31248.93548,160.9290323,-1.838709677,-12.27419355,303.2258065,23,Richland,Montana,West Region,Mountain Division
G30085,2015,Jan,31059.48387,160.516129,-2.177419355,-13.0483871,264.516129,9,Roosevelt,Montana,West Region,Mountain Division
G30087,2015,Jan,31951.25806,181.3677419,2.322580645,-10.58064516,313.5483871,19,Rosebud,Montana,West Region,Mountain Division
G30089,2015,Jan,31326.96774,186.4258065,1.451612903,-6.193548387,402.5806452,154,Sanders,Montana,West Region,Mountain Division
G30091,2015,Jan,30836.45161,155.3548387,-2.790322581,-14,261.9354839,11,Sheridan,Montana,West Region,Mountain Division
G30093,2015,Jan,32051.6129,202.2193548,3,-8.048387097,353.5483871,6,Silver Bow,Montana,West Region,Mountain Division
G30095,2015,Jan,32140.80645,193.0322581,5.387096774,-7.725806452,383.2258065,23,Stillwater,Montana,West Region,Mountain Division
G30097,2015,Jan,32129.64516,181.5741935,6.387096774,-6.096774194,440,30,Sweet Grass,Montana,West Region,Mountain Division
G30099,2015,Jan,31248.93548,166.7096774,4.322580645,-7.580645161,401.2903226,11,Teton,Montana,West Region,Mountain Division
G30101,2015,Jan,30858.74194,160.9290323,1.306451613,-10.90322581,321.2903226,20,Toole,Montana,West Region,Mountain Division
G30103,2015,Jan,31951.25806,184.8774194,2.419354839,-10.56451613,310.9677419,18,Treasure,Montana,West Region,Mountain Division
G30105,2015,Jan,31014.83871,161.9612903,-1.564516129,-12.53225806,286.4516129,17,Valley,Montana,West Region,Mountain Division
G30107,2015,Jan,31817.48387,184.1548387,4.661290323,-7.790322581,388.3870968,11,Wheatland,Montana,West Region,Mountain Division
G30109,2015,Jan,31627.96774,170.4258065,-1.35483871,-11.32258065,304.516129,14,Wibaux,Montana,West Region,Mountain Division
G30111,2015,Jan,32051.6129,187.9741935,3.983870968,-8.419354839,365.1612903,21,Yellowstone,Montana,West Region,Mountain Division
G31001,2015,Jan,34091.83871,249.1870968,5.306451613,-9.435483871,322.5806452,6,Adams,Nebraska,Midwest Region,West North Central Division
G31003,2015,Jan,33500.83871,232.8774194,2.14516129,-10.74193548,308.3870968,7,Antelope,Nebraska,Midwest Region,West North Central Division
G31005,2015,Jan,33712.74194,242.683871,3.951612903,-9.35483871,327.7419355,5,Arthur,Nebraska,Midwest Region,West North Central Division
G31007,2015,Jan,33712.74194,247.2258065,4.85483871,-9.774193548,323.8709677,5,Banner,Nebraska,Midwest Region,West North Central Division
G31009,2015,Jan,33590.06452,230.0903226,4.870967742,-9.241935484,340.6451613,3,Blaine,Nebraska,Midwest Region,West North Central Division
G31011,2015,Jan,33679.25806,237.5225806,3,-10.46774194,314.8387097,4,Boone,Nebraska,Midwest Region,West North Central Division
G31013,2015,Jan,33500.83871,238.7612903,3.5,-9.822580645,313.5483871,3,Box Butte,Nebraska,Midwest Region,West North Central Division
G31015,2015,Jan,33255.64516,225.2387097,1.967741935,-10.91935484,309.6774194,5,Boyd,Nebraska,Midwest Region,West North Central Division
G31017,2015,Jan,33400.54839,222.4516129,3.693548387,-9.629032258,341.9354839,8,Brown,Nebraska,Midwest Region,West North Central Division
G31019,2015,Jan,33958.03226,235.7677419,4.774193548,-9.64516129,320,1,Buffalo,Nebraska,Midwest Region,West North Central Division
G31021,2015,Jan,33601.22581,226.2709677,1.580645161,-10.64516129,318.7096774,6,Burt,Nebraska,Midwest Region,West North Central Division
G31023,2015,Jan,33846.54839,244.5419355,3,-10.40322581,312.2580645,2,Butler,Nebraska,Midwest Region,West North Central Division
G31025,2015,Jan,33935.74194,237.1096774,3.435483871,-9.967741935,317.4193548,6,Cass,Nebraska,Midwest Region,West North Central Division
G31027,2015,Jan,33344.80645,229.2645161,1.274193548,-10.80645161,317.4193548,1,Cedar,Nebraska,Midwest Region,West North Central Division
G31029,2015,Jan,34091.83871,251.0451613,5.870967742,-9.290322581,326.4516129,1,Chase,Nebraska,Midwest Region,West North Central Division
G31031,2015,Jan,33355.96774,233.083871,3.370967742,-9.193548387,347.0967742,2,Cherry,Nebraska,Midwest Region,West North Central Division
G31033,2015,Jan,33846.54839,251.8709677,4.774193548,-9.612903226,318.7096774,8,Cheyenne,Nebraska,Midwest Region,West North Central Division
G31035,2015,Jan,34091.83871,238.9677419,5.209677419,-9.209677419,329.0322581,4,Clay,Nebraska,Midwest Region,West North Central Division
G31037,2015,Jan,33712.74194,228.2322581,2.790322581,-9.935483871,325.1612903,0,Colfax,Nebraska,Midwest Region,West North Central Division
G31039,2015,Jan,33590.06452,229.7806452,2.177419355,-10.40322581,322.5806452,6,Cuming,Nebraska,Midwest Region,West North Central Division
G31041,2015,Jan,33768.48387,237.7290323,4.774193548,-9.903225806,320,0,Custer,Nebraska,Midwest Region,West North Central Division
G31043,2015,Jan,33434,222.0387097,0.887096774,-11.09677419,310.9677419,6,Dakota,Nebraska,Midwest Region,West North Central Division
G31045,2015,Jan,33322.51613,231.5354839,4.177419355,-9.209677419,335.483871,3,Dawes,Nebraska,Midwest Region,West North Central Division
G31047,2015,Jan,33958.03226,242.9935484,5.14516129,-9.435483871,327.7419355,2,Dawson,Nebraska,Midwest Region,West North Central Division
G31049,2015,Jan,33857.70968,249.4967742,4.774193548,-9.758064516,318.7096774,5,Deuel,Nebraska,Midwest Region,West North Central Division
G31051,2015,Jan,33378.25806,227.0967742,0.919354839,-11.0483871,310.9677419,7,Dixon,Nebraska,Midwest Region,West North Central Division
G31053,2015,Jan,33712.74194,234.9419355,2.822580645,-9.774193548,330.3225806,3,Dodge,Nebraska,Midwest Region,West North Central Division
G31055,2015,Jan,33846.54839,233.6,2.85483871,-9.580645161,334.1935484,3,Douglas,Nebraska,Midwest Region,West North Central Division
G31057,2015,Jan,34169.87097,253.316129,6.274193548,-8.774193548,338.0645161,1,Dundy,Nebraska,Midwest Region,West North Central Division
G31059,2015,Jan,34091.83871,235.6645161,5,-9.548387097,321.2903226,2,Fillmore,Nebraska,Midwest Region,West North Central Division
G31061,2015,Jan,34169.87097,239.7935484,5.306451613,-10.08064516,307.0967742,4,Franklin,Nebraska,Midwest Region,West North Central Division
G31063,2015,Jan,34091.83871,240.8258065,5.983870968,-9.629032258,322.5806452,0,Frontier,Nebraska,Midwest Region,West North Central Division
G31065,2015,Jan,34169.87097,246.8129032,5.935483871,-9.741935484,317.4193548,5,Furnas,Nebraska,Midwest Region,West North Central Division
G31067,2015,Jan,34158.70968,240.8258065,5.016129032,-9.822580645,317.4193548,8,Gage,Nebraska,Midwest Region,West North Central Division
G31069,2015,Jan,33701.58065,247.8451613,4.177419355,-9.951612903,314.8387097,3,Garden,Nebraska,Midwest Region,West North Central Division
G31071,2015,Jan,33590.06452,237.7290323,3.193548387,-10.77419355,309.6774194,4,Garfield,Nebraska,Midwest Region,West North Central Division
G31073,2015,Jan,34091.83871,247.1225806,5.161290323,-9.822580645,316.1290323,5,Gosper,Nebraska,Midwest Region,West North Central Division
G31075,2015,Jan,33590.06452,241.3419355,3.580645161,-9.177419355,335.483871,2,Grant,Nebraska,Midwest Region,West North Central Division
G31077,2015,Jan,33712.74194,242.683871,3.193548387,-10.79032258,303.2258065,0,Greeley,Nebraska,Midwest Region,West North Central Division
G31079,2015,Jan,33958.03226,248.5677419,4.790322581,-9.467741935,325.1612903,1,Hall,Nebraska,Midwest Region,West North Central Division
G31081,2015,Jan,33958.03226,240.3096774,4.483870968,-9.532258065,329.0322581,1,Hamilton,Nebraska,Midwest Region,West North Central Division
G31083,2015,Jan,34169.87097,241.1354839,5.64516129,-9.806451613,316.1290323,0,Harlan,Nebraska,Midwest Region,West North Central Division
G31085,2015,Jan,34091.83871,249.083871,5.580645161,-9.467741935,318.7096774,2,Hayes,Nebraska,Midwest Region,West North Central Division
G31087,2015,Jan,34169.87097,244.4387097,6.693548387,-8.709677419,348.3870968,2,Hitchcock,Nebraska,Midwest Region,West North Central Division
G31089,2015,Jan,33400.54839,235.5612903,2.387096774,-11,303.2258065,3,Holt,Nebraska,Midwest Region,West North Central Division
G31091,2015,Jan,33590.06452,236.0774194,4.338709677,-9,338.0645161,0,Hooker,Nebraska,Midwest Region,West North Central Division
G31093,2015,Jan,33846.54839,239.8967742,4.209677419,-10.08064516,314.8387097,3,Howard,Nebraska,Midwest Region,West North Central Division
G31095,2015,Jan,34169.87097,241.1354839,5.274193548,-9.85483871,313.5483871,7,Jefferson,Nebraska,Midwest Region,West North Central Division
G31097,2015,Jan,34114.12903,240.2064516,4.741935484,-10,312.2580645,5,Johnson,Nebraska,Midwest Region,West North Central Division
G31099,2015,Jan,34102.96774,246.6064516,4.983870968,-9.467741935,323.8709677,0,Kearney,Nebraska,Midwest Region,West North Central Division
G31101,2015,Jan,33846.54839,236.3870968,4.725806452,-9.451612903,327.7419355,2,Keith,Nebraska,Midwest Region,West North Central Division
G31103,2015,Jan,33255.64516,222.3483871,2.741935484,-10.16129032,329.0322581,4,Keya Paha,Nebraska,Midwest Region,West North Central Division
G31105,2015,Jan,33846.54839,251.9741935,5.177419355,-9.290322581,322.5806452,5,Kimball,Nebraska,Midwest Region,West North Central Division
G31107,2015,Jan,33333.67742,228.5419355,1.919354839,-11.06451613,305.8064516,5,Knox,Nebraska,Midwest Region,West North Central Division
G31109,2015,Jan,33991.48387,242.1677419,4.5,-9.774193548,323.8709677,3,Lancaster,Nebraska,Midwest Region,West North Central Division
G31111,2015,Jan,33879.96774,244.7483871,5.096774194,-9.951612903,308.3870968,1,Lincoln,Nebraska,Midwest Region,West North Central Division
G31113,2015,Jan,33712.74194,244.1290323,5.129032258,-10.03225806,307.0967742,3,Logan,Nebraska,Midwest Region,West North Central Division
G31115,2015,Jan,33590.06452,237.316129,4.032258065,-10.24193548,323.8709677,3,Loup,Nebraska,Midwest Region,West North Central Division
G31117,2015,Jan,33712.74194,239.483871,4.483870968,-9.467741935,314.8387097,1,McPherson,Nebraska,Midwest Region,West North Central Division
G31119,2015,Jan,33590.06452,235.1483871,2.258064516,-10.41935484,320,3,Madison,Nebraska,Midwest Region,West North Central Division
G31121,2015,Jan,33846.54839,239.0709677,4.14516129,-9.774193548,323.8709677,2,Merrick,Nebraska,Midwest Region,West North Central Division
G31123,2015,Jan,33645.80645,249.4967742,3.822580645,-10,312.2580645,11,Morrill,Nebraska,Midwest Region,West North Central Division
G31125,2015,Jan,33768.48387,236.5935484,3.741935484,-9.983870968,322.5806452,4,Nance,Nebraska,Midwest Region,West North Central Division
G31127,2015,Jan,34114.12903,248.3612903,4.483870968,-9.838709677,314.8387097,9,Nemaha,Nebraska,Midwest Region,West North Central Division
G31129,2015,Jan,34169.87097,245.883871,5.548387097,-10.03225806,307.0967742,11,Nuckolls,Nebraska,Midwest Region,West North Central Division
G31131,2015,Jan,34024.93548,238.3483871,4.274193548,-10,317.4193548,5,Otoe,Nebraska,Midwest Region,West North Central Division
G31133,2015,Jan,34203.29032,244.7483871,4.741935484,-10,313.5483871,17,Pawnee,Nebraska,Midwest Region,West North Central Division
G31135,2015,Jan,33958.03226,244.0258065,5.14516129,-9.629032258,326.4516129,3,Perkins,Nebraska,Midwest Region,West North Central Division
G31137,2015,Jan,34102.96774,234.2193548,4.85483871,-9.629032258,317.4193548,3,Phelps,Nebraska,Midwest Region,West North Central Division
G31139,2015,Jan,33467.41935,234.5290323,1.774193548,-10.75806452,313.5483871,4,Pierce,Nebraska,Midwest Region,West North Central Division
G31141,2015,Jan,33712.74194,233.1870968,2.967741935,-10.11290323,325.1612903,4,Platte,Nebraska,Midwest Region,West North Central Division
G31143,2015,Jan,33846.54839,240.1032258,3.612903226,-10.14516129,317.4193548,4,Polk,Nebraska,Midwest Region,West North Central Division
G31145,2015,Jan,34169.87097,249.2903226,6.306451613,-9.370967742,332.9032258,3,Red Willow,Nebraska,Midwest Region,West North Central Division
G31147,2015,Jan,34203.29032,245.4709677,4.870967742,-9.5,325.1612903,14,Richardson,Nebraska,Midwest Region,West North Central Division
G31149,2015,Jan,33400.54839,228.5419355,3.080645161,-10.38709677,320,7,Rock,Nebraska,Midwest Region,West North Central Division
G31151,2015,Jan,34091.83871,245.1612903,4.838709677,-9.758064516,316.1290323,6,Saline,Nebraska,Midwest Region,West North Central Division
G31153,2015,Jan,33857.70968,237.316129,3.258064516,-9.64516129,331.6129032,6,Sarpy,Nebraska,Midwest Region,West North Central Division
G31155,2015,Jan,33846.54839,242.1677419,3.290322581,-9.806451613,327.7419355,2,Saunders,Nebraska,Midwest Region,West North Central Division
G31157,2015,Jan,33601.22581,232.3612903,4.725806452,-9.048387097,340.6451613,5,Scotts Bluff,Nebraska,Midwest Region,West North Central Division
G31159,2015,Jan,33958.03226,240.516129,4.14516129,-10.09677419,313.5483871,3,Seward,Nebraska,Midwest Region,West North Central Division
G31161,2015,Jan,33378.25806,237.0064516,3.258064516,-9.612903226,322.5806452,2,Sheridan,Nebraska,Midwest Region,West North Central Division
G31163,2015,Jan,33846.54839,240.516129,4.435483871,-10.08064516,310.9677419,1,Sherman,Nebraska,Midwest Region,West North Central Division
G31165,2015,Jan,33378.25806,239.1741935,4.112903226,-10.4516129,301.9354839,3,Sioux,Nebraska,Midwest Region,West North Central Division
G31167,2015,Jan,33590.06452,229.7806452,2.35483871,-10.30645161,323.8709677,0,Stanton,Nebraska,Midwest Region,West North Central Division
G31169,2015,Jan,34169.87097,240.516129,5.677419355,-9.532258065,321.2903226,5,Thayer,Nebraska,Midwest Region,West North Central Division
G31171,2015,Jan,33590.06452,241.8580645,4.822580645,-9.612903226,323.8709677,0,Thomas,Nebraska,Midwest Region,West North Central Division
G31173,2015,Jan,33512,225.8580645,0.983870968,-11.0483871,314.8387097,4,Thurston,Nebraska,Midwest Region,West North Central Division
G31175,2015,Jan,33712.74194,242.2709677,3.983870968,-10.41935484,309.6774194,2,Valley,Nebraska,Midwest Region,West North Central Division
G31177,2015,Jan,33735.03226,229.1612903,2.548387097,-9.870967742,325.1612903,2,Washington,Nebraska,Midwest Region,West North Central Division
G31179,2015,Jan,33500.83871,230.8129032,1.564516129,-10.98387097,312.2580645,6,Wayne,Nebraska,Midwest Region,West North Central Division
G31181,2015,Jan,34169.87097,249.8064516,5.516129032,-10.32258065,304.516129,8,Webster,Nebraska,Midwest Region,West North Central Division
G31183,2015,Jan,33590.06452,238.7612903,2.822580645,-10.9516129,303.2258065,4,Wheeler,Nebraska,Midwest Region,West North Central Division
G31185,2015,Jan,33958.03226,239.7935484,4.387096774,-9.725806452,323.8709677,4,York,Nebraska,Midwest Region,West North Central Division
G32001,2015,Jan,34381.6129,213.4709677,8.85483871,-5.306451613,434.8387097,6,Churchill,Nevada,West Region,Mountain Division
G32003,2015,Jan,35418.48387,248.6709677,16.48387097,4.467741935,406.4516129,24,Clark,Nevada,West Region,Mountain Division
G32005,2015,Jan,34593.45161,247.0193548,10.66129032,-3.951612903,469.6774194,3,Douglas,Nevada,West Region,Mountain Division
G32007,2015,Jan,33846.54839,248.7741935,7.225806452,-3.64516129,482.5806452,11,Elko,Nevada,West Region,Mountain Division
G32009,2015,Jan,34950.12903,257.6516129,12.43548387,-3.032258065,282.5806452,2,Esmeralda,Nevada,West Region,Mountain Division
G32011,2015,Jan,34247.87097,251.1483871,7.919354839,-5.161290323,433.5483871,13,Eureka,Nevada,West Region,Mountain Division
G32013,2015,Jan,33768.48387,225.5483871,8.983870968,-3.177419355,496.7741935,7,Humboldt,Nevada,West Region,Mountain Division
G32015,2015,Jan,34247.87097,232.8774194,9.516129032,-3.161290323,504.516129,5,Lander,Nevada,West Region,Mountain Division
G32017,2015,Jan,34983.54839,254.7612903,11.61290323,-1.387096774,508.3870968,24,Lincoln,Nevada,West Region,Mountain Division
G32019,2015,Jan,34548.80645,265.2903226,11.08064516,-6.387096774,352.2580645,0,Lyon,Nevada,West Region,Mountain Division
G32021,2015,Jan,34716.06452,229.5741935,11.53225806,-3.467741935,485.1612903,1,Mineral,Nevada,West Region,Mountain Division
G32023,2015,Jan,34872.09677,211.0967742,8.774193548,-4.112903226,349.6774194,15,Nye,Nevada,West Region,Mountain Division
G32027,2015,Jan,34114.12903,240.6193548,9.322580645,-5.435483871,424.516129,15,Pershing,Nevada,West Region,Mountain Division
G32029,2015,Jan,34426.19355,247.7419355,9.403225806,-1.822580645,547.0967742,2,Storey,Nevada,West Region,Mountain Division
G32031,2015,Jan,34024.93548,251.3548387,8.596774194,-3.032258065,443.8709677,4,Washoe,Nevada,West Region,Mountain Division
G32033,2015,Jan,34426.19355,242.3741935,7.677419355,-5.290322581,429.6774194,21,White Pine,Nevada,West Region,Mountain Division
G32510,2015,Jan,34515.3871,244.6451613,11.30645161,-3.35483871,491.6129032,0,Carson City,Nevada,West Region,Mountain Division
G33001,2015,Jan,32999.19355,206.3483871,-3.177419355,-14.4516129,212.9032258,97,Belknap,New Hampshire,Northeast Region,New England Division
G33003,2015,Jan,32876.54839,213.9870968,-2.903225806,-15.67741935,194.8387097,80,Carroll,New Hampshire,Northeast Region,New England Division
G33005,2015,Jan,33222.19355,213.7806452,-2.241935484,-14.87096774,212.9032258,103,Cheshire,New Hampshire,Northeast Region,New England Division
G33007,2015,Jan,32575.58065,200.1548387,-5.951612903,-20.85483871,129.0322581,72,Coos,New Hampshire,Northeast Region,New England Division
G33009,2015,Jan,32854.25806,196.6451613,-5.241935484,-18.29032258,150.9677419,82,Grafton,New Hampshire,Northeast Region,New England Division
G33011,2015,Jan,33222.19355,219.3548387,-2.129032258,-13.75806452,230.9677419,111,Hillsborough,New Hampshire,Northeast Region,New England Division
G33013,2015,Jan,33099.54839,219.1483871,-2.5,-14.98387097,202.5806452,94,Merrimack,New Hampshire,Northeast Region,New England Division
G33015,2015,Jan,33211.03226,214.916129,-1.048387097,-12.20967742,255.483871,84,Rockingham,New Hampshire,Northeast Region,New England Division
G33017,2015,Jan,33099.54839,204.0774194,-2.032258065,-13.30645161,230.9677419,65,Strafford,New Hampshire,Northeast Region,New England Division
G33019,2015,Jan,33088.3871,206.4516129,-3.241935484,-16.20967742,192.2580645,73,Sullivan,New Hampshire,Northeast Region,New England Division
G34001,2015,Jan,34415.03226,209.2387097,3.903225806,-4.983870968,440,135,Atlantic,New Jersey,Northeast Region,Middle Atlantic Division
G34003,2015,Jan,33935.74194,208.2064516,1.596774194,-7.048387097,379.3548387,119,Bergen,New Jersey,Northeast Region,Middle Atlantic Division
G34005,2015,Jan,34259.03226,220.5935484,2.983870968,-6.612903226,389.6774194,146,Burlington,New Jersey,Northeast Region,Middle Atlantic Division
G34007,2015,Jan,34281.32258,218.5290323,3.048387097,-5.935483871,406.4516129,129,Camden,New Jersey,Northeast Region,Middle Atlantic Division
G34009,2015,Jan,34515.3871,208.2064516,4.483870968,-4.048387097,469.6774194,131,Cape May,New Jersey,Northeast Region,Middle Atlantic Division
G34011,2015,Jan,34437.32258,211.6129032,3.870967742,-5.016129032,436.1290323,171,Cumberland,New Jersey,Northeast Region,Middle Atlantic Division
G34013,2015,Jan,33991.48387,221.316129,0.935483871,-7.548387097,363.8709677,148,Essex,New Jersey,Northeast Region,Middle Atlantic Division
G34015,2015,Jan,34359.32258,219.6645161,3.048387097,-5.741935484,414.1935484,133,Gloucester,New Jersey,Northeast Region,Middle Atlantic Division
G34017,2015,Jan,33991.48387,208.2064516,2.177419355,-5.774193548,414.1935484,154,Hudson,New Jersey,Northeast Region,Middle Atlantic Division
G34019,2015,Jan,34024.93548,226.683871,0.709677419,-8.758064516,331.6129032,102,Hunterdon,New Jersey,Northeast Region,Middle Atlantic Division
G34021,2015,Jan,34147.58065,224.8258065,2.241935484,-7.129032258,370.3225806,148,Mercer,New Jersey,Northeast Region,Middle Atlantic Division
G34023,2015,Jan,34114.12903,217.1870968,2.290322581,-7.161290323,371.6129032,130,Middlesex,New Jersey,Northeast Region,Middle Atlantic Division
G34025,2015,Jan,34158.70968,224.516129,2.709677419,-6.919354839,380.6451613,145,Monmouth,New Jersey,Northeast Region,Middle Atlantic Division
G34027,2015,Jan,33958.03226,218.6322581,-0.032258065,-9.209677419,321.2903226,103,Morris,New Jersey,Northeast Region,Middle Atlantic Division
G34029,2015,Jan,34259.03226,210.9935484,3.370967742,-5.887096774,410.3225806,124,Ocean,New Jersey,Northeast Region,Middle Atlantic Division
G34031,2015,Jan,33879.96774,218.9419355,0.838709677,-8.241935484,343.2258065,100,Passaic,New Jersey,Northeast Region,Middle Atlantic Division
G34033,2015,Jan,34381.6129,216.0516129,3.322580645,-5.177419355,430.9677419,132,Salem,New Jersey,Northeast Region,Middle Atlantic Division
G34035,2015,Jan,34024.93548,225.0322581,1.870967742,-7.467741935,363.8709677,107,Somerset,New Jersey,Northeast Region,Middle Atlantic Division
G34037,2015,Jan,33857.70968,218.9419355,-0.370967742,-10.29032258,291.6129032,79,Sussex,New Jersey,Northeast Region,Middle Atlantic Division
G34039,2015,Jan,34024.93548,221.7290323,1.951612903,-6.790322581,381.9354839,107,Union,New Jersey,Northeast Region,Middle Atlantic Division
G34041,2015,Jan,33958.03226,222.9677419,-0.35483871,-9.677419355,307.0967742,94,Warren,New Jersey,Northeast Region,Middle Atlantic Division
G35001,2015,Jan,35764.06452,270.2451613,9.693548387,-4.403225806,406.4516129,21,Bernalillo,New Mexico,West Region,Mountain Division
G35003,2015,Jan,36076.16129,298.2193548,8.193548387,-4.983870968,419.3548387,38,Catron,New Mexico,West Region,Mountain Division
G35005,2015,Jan,36243.41935,290.9935484,10.38709677,-4.258064516,362.5806452,27,Chaves,New Mexico,West Region,Mountain Division
G35006,2015,Jan,35786.35484,307.4064516,7.725806452,-6.790322581,357.4193548,39,Cibola,New Mexico,West Region,Mountain Division
G35007,2015,Jan,35318.12903,284.9032258,7.709677419,-7.758064516,341.9354839,24,Colfax,New Mexico,West Region,Mountain Division
G35009,2015,Jan,35875.48387,312.6709677,7.483870968,-5,440,47,Curry,New Mexico,West Region,Mountain Division
G35011,2015,Jan,35964.64516,298.6322581,9.403225806,-4.419354839,428.3870968,45,De Baca,New Mexico,West Region,Mountain Division
G35013,2015,Jan,36499.77419,283.3548387,12.24193548,-1.758064516,535.483871,39,Do??a Ana,New Mexico,West Region,Mountain Division
G35015,2015,Jan,36455.19355,307.4064516,11.29032258,-2.790322581,460.6451613,32,Eddy,New Mexico,West Region,Mountain Division
G35017,2015,Jan,36388.32258,284.8,10.75806452,-2.419354839,526.4516129,53,Grant,New Mexico,West Region,Mountain Division
G35019,2015,Jan,35808.6129,302.1419355,9.209677419,-4.758064516,424.516129,31,Guadalupe,New Mexico,West Region,Mountain Division
G35021,2015,Jan,35530,285.316129,8.693548387,-4.870967742,441.2903226,25,Harding,New Mexico,West Region,Mountain Division
G35023,2015,Jan,36600.09677,302.3483871,13.24193548,-2,430.9677419,38,Hidalgo,New Mexico,West Region,Mountain Division
G35025,2015,Jan,36354.90323,305.4451613,9.483870968,-3.548387097,474.8387097,30,Lea,New Mexico,West Region,Mountain Division
G35027,2015,Jan,36131.90323,327.8451613,8.725806452,-4.5,450.3225806,32,Lincoln,New Mexico,West Region,Mountain Division
G35028,2015,Jan,35496.51613,293.9870968,6.193548387,-6.629032258,376.7741935,38,Los Alamos,New Mexico,West Region,Mountain Division
G35029,2015,Jan,36544.35484,288.9290323,12.30645161,-1.887096774,504.516129,36,Luna,New Mexico,West Region,Mountain Division
G35031,2015,Jan,35608.03226,302.8645161,6.983870968,-6.419354839,388.3870968,79,McKinley,New Mexico,West Region,Mountain Division
G35033,2015,Jan,35474.22581,284.4903226,7.903225806,-6.935483871,371.6129032,20,Mora,New Mexico,West Region,Mountain Division
G35035,2015,Jan,36421.77419,342.6064516,9.112903226,-3.258064516,491.6129032,49,Otero,New Mexico,West Region,Mountain Division
G35037,2015,Jan,35752.93548,296.6709677,9.129032258,-4.290322581,465.8064516,38,Quay,New Mexico,West Region,Mountain Division
G35039,2015,Jan,35340.41935,302.4516129,5.822580645,-8.790322581,329.0322581,43,Rio Arriba,New Mexico,West Region,Mountain Division
G35041,2015,Jan,36042.70968,306.4774194,8.403225806,-4.806451613,421.9354839,40,Roosevelt,New Mexico,West Region,Mountain Division
G35043,2015,Jan,35585.70968,312.1548387,6.096774194,-7.096774194,367.7419355,30,Sandoval,New Mexico,West Region,Mountain Division
G35045,2015,Jan,35340.41935,270.7612903,6.35483871,-4.887096774,423.2258065,38,San Juan,New Mexico,West Region,Mountain Division
G35047,2015,Jan,35630.32258,293.6774194,8.693548387,-5.258064516,371.6129032,11,San Miguel,New Mexico,West Region,Mountain Division
G35049,2015,Jan,35630.32258,302.6580645,7.290322581,-5.870967742,403.8709677,12,Santa Fe,New Mexico,West Region,Mountain Division
G35051,2015,Jan,36288.03226,280.2580645,11.77419355,-2.096774194,478.7096774,41,Sierra,New Mexico,West Region,Mountain Division
G35053,2015,Jan,36042.70968,302.0387097,9.919354839,-4.612903226,424.516129,51,Socorro,New Mexico,West Region,Mountain Division
G35055,2015,Jan,35318.12903,306.4774194,5.306451613,-8.774193548,326.4516129,41,Taos,New Mexico,West Region,Mountain Division
G35057,2015,Jan,35875.48387,311.8451613,7.451612903,-6.548387097,380.6451613,29,Torrance,New Mexico,West Region,Mountain Division
G35059,2015,Jan,35340.41935,286.9677419,7.774193548,-5.806451613,407.7419355,20,Union,New Mexico,West Region,Mountain Division
G35061,2015,Jan,35853.22581,295.2258065,9.419354839,-5.032258065,420.6451613,41,Valencia,New Mexico,West Region,Mountain Division
G36001,2015,Jan,33344.80645,211.6129032,-2.274193548,-13.93548387,225.8064516,60,Albany,New York,Northeast Region,Middle Atlantic Division
G36003,2015,Jan,33467.41935,210.4774194,-2.677419355,-14.5,221.9354839,50,Allegany,New York,Northeast Region,Middle Atlantic Division
G36005,2015,Jan,33969.19355,202.6322581,1.967741935,-5.983870968,407.7419355,162,Bronx,New York,Northeast Region,Middle Atlantic Division
G36007,2015,Jan,33512,204.9032258,-2.451612903,-13.53225806,233.5483871,46,Broome,New York,Northeast Region,Middle Atlantic Division
G36009,2015,Jan,33467.41935,198.5032258,-4.016129032,-14.30645161,218.0645161,77,Cattaraugus,New York,Northeast Region,Middle Atlantic Division
G36011,2015,Jan,33222.19355,200.4645161,-2.629032258,-13.24193548,238.7096774,45,Cayuga,New York,Northeast Region,Middle Atlantic Division
